Date,AveragePrice,"Total Volume",4046,4225,4770,"Total Bags","Small Bags","Large Bags","XLarge Bags"
2018-07-15,1.8200000000000001,204463.46,41015.84,75876.79,0,87570.830000000002,87530.21000000001,40.62,0
2018-07-08,1.8300000000000001,241435.68,51586.31,89292.55000000001,0,100556.82000000001,100377.61000000001,179.21000000000001,0
2018-07-01,1.8700000000000002,214346.31,48115.07,77127.31,0,89103.93,89057.51,46.420000000000002,0
2018-06-24,1.8400000000000001,215844.47000000001,46093.92,76290.84,0,93459.71000000001,93441.73,17.980000000000001,0
2018-06-17,1.7,233625.68,43756.59,88213.98,0,101655.11000000001,101615.57000000001,39.54,0
2018-06-10,1.71,207339.63000000001,39477.67,82003.91000000001,0,85858.05000000001,85831.38000000001,26.670000000000002,0
2018-06-03,1.69,222494.79000000001,48118.71,82942.29,4.75,91429.04,91400.43,28.61,0
2018-05-27,1.6100000000000001,250116.68,46296.470000000002,104441.05000000001,0,99379.16000000001,99332.74000000001,46.420000000000002,0
2018-05-20,1.5800000000000001,236634.49,39409.430000000001,95574.15,0,101650.91000000001,101620.72000000001,30.190000000000002,0
2018-05-13,1.7700000000000001,183923.75,39611.120000000003,72219.65,0,72092.98,72062.98,30,0
2018-05-06,1.66,179125.17000000002,45933.7,62169.74,0,71021.73,70998.39,23.34,0
2018-04-29,1.67,218135.24,42524.790000000001,70881,0,104729.45,104679.98,49.47,0
2018-04-22,1.6000000000000001,218738.43,42558.42,68015.05000000001,0,108164.96000000001,108126.29,38.670000000000002,0
2018-04-15,1.65,225550.26000000001,49576.77,75449.73,0,100523.76,100483.09,40.670000000000002,0
2018-04-08,1.75,194627.86,40819.09,66841.110000000001,0,86967.66000000001,86926.93,40.73,0
2018-04-01,1.75,221366.5,33892.760000000003,85513.16000000001,0,101960.58000000001,101791.32000000001,169.26,0
2018-03-25,1.7,190257.38000000001,29644.090000000001,70982.10000000001,0,89631.190000000003,89424.110000000001,207.08000000000002,0
2018-03-18,1.75,202790.74,29398.110000000001,70514.05000000001,8.0800000000000001,102870.5,102717.5,153,0
2018-03-11,1.5800000000000001,236822.98000000002,32765.76,83573,0,120484.22000000001,120465.39,18.83,0
2018-03-04,1.5700000000000001,239135.67000000002,34245.39,67952.25,0,136938.03,136877.43,60.600000000000002,0
2018-02-25,1.8200000000000001,179041.72000000001,28991.220000000002,83730.03,0,66320.470000000002,66273.89,46.58,0
2018-02-18,1.97,167193.75,27895.41,73827.57000000001,0,65470.77,65435.09,35.68,0
2018-02-11,1.8500000000000001,168311.26000000001,30354,56580.92,0,81376.34,81344.220000000002,32.12,0
2018-02-04,1.5600000000000001,188212.98000000002,38078.53,60551.970000000002,0,89582.48,89527.66000000001,54.820000000000001,0
2018-01-28,1.8700000000000002,170998.81,30070.62,58357.89,0,82570.30000000001,82563.110000000001,7.1900000000000004,0
2018-01-21,1.69,181974.98000000002,34411.370000000003,64513.67,0,83049.940000000003,83022.84,27.100000000000002,0
2018-01-14,1.6100000000000001,216681.04000000001,52253.400000000002,95353.95,0,69073.690000000003,69054.51,19.18,0
2018-01-07,1.95,156341.57000000001,42992.910000000004,56007.790000000001,0,57340.870000000003,57271.150000000002,69.72,0
