Date,AveragePrice,"Total Volume",4046,4225,4770,"Total Bags","Small Bags","Large Bags","XLarge Bags"
2015-12-27,1.45,98576.63000000001,14306.680000000001,50893.970000000002,0,33375.980000000004,29507.450000000001,3868.5300000000003,0
2015-12-20,1.3500000000000001,99793.55000000001,12746.47,48195.95,1.5200000000000001,38849.610000000001,25535.8,13313.81,0
2015-12-13,1.39,98605.4,13609.24,46518.56,3.05,38474.550000000003,24359.790000000001,14114.760000000001,0
2015-12-06,1.48,91211.53,17839.96,47527.650000000002,1.5300000000000001,25842.39,25661.060000000002,181.33000000000002,0
2015-11-29,1.75,83415.54,13195.190000000001,48229.290000000001,0,21991.060000000002,21671.700000000001,319.36000000000002,0
2015-11-22,1.6000000000000001,89062.360000000001,14803.41,51282.800000000003,0,22976.150000000002,22516.44,459.71,0
2015-11-15,1.5900000000000001,97265.23,16244.940000000001,59089.470000000002,0,21930.82,21274.01,656.81,0
2015-11-08,1.66,101320.15,17074.6,62469.040000000001,0,21776.51,20005.46,1771.05,0
2015-11-01,1.6000000000000001,104331.19000000001,20050.21,63408.14,0,20872.840000000001,20158.5,714.34000000000004,0
2015-10-25,1.64,103918.03,20902.94,66867.39,0,16147.700000000001,15174.850000000001,972.85000000000003,0
2015-10-18,2.01,73799.28,15960.200000000001,48820.150000000002,3.09,9015.840000000001,7988.73,1027.11,0
2015-10-11,2.07,70004.38000000001,14400.49,48933.21,3.1000000000000001,6667.58,6607.58,60,0
2015-10-04,2,81751.48,18414.610000000001,57015.39,0,6321.48,6281.48,40,0
2015-09-27,1.8500000000000001,80734.580000000002,20639.23,50992.300000000003,0,9103.05,9093.05,10,0
2015-09-20,1.92,94267.54,28489.91,60941.410000000004,0,4836.2200000000003,4802.8900000000004,33.33,0
2015-09-13,1.97,95230.68,34760.74,54821.89,0,5648.0500000000002,5608.0500000000002,40,0
2015-09-06,1.99,88963.610000000001,23875.92,56393.970000000002,0,8693.72,8693.72,0,0
2015-08-30,1.98,90125.42,23449.1,55879.180000000001,0,10797.14,10797.14,0,0
2015-08-23,1.8500000000000001,107431.24000000001,30454.790000000001,63850.970000000002,3.11,13122.370000000001,13122.370000000001,0,0
2015-08-16,1.96,90240.43,24630.76,52035.430000000001,0,13574.24,13574.24,0,0
2015-08-09,2.03,86211.24000000001,23147.23,52640.84,0,10423.170000000001,10423.170000000001,0,0
2015-08-02,1.99,89435.60000000001,26067.67,54133.2,0,9234.73,9234.73,0,0
2015-07-26,1.93,98449.84,31604.240000000002,57990.080000000002,0,8855.520000000001,8855.520000000001,0,0
2015-07-19,1.89,103081.23,33422.150000000002,59794.77,0,9864.31,9864.31,0,0
2015-07-12,1.8000000000000001,115063.87,45482.88,60702.07,3.11,8875.81,8867.16,8.650000000000001,0
2015-07-05,1.67,135522.65,50367.92,74571.56,18.660000000000001,10564.510000000001,10564.510000000001,0,0
2015-06-28,1.67,116913.79,46841.35,61727.620000000003,0,8344.82,8341.49,3.3300000000000001,0
2015-06-21,1.69,116908.54,51294.900000000002,55597.45,3.09,10013.100000000001,10009.770000000001,3.3300000000000001,0
2015-06-14,1.68,116322.44000000001,51607.99,54937.64,43.18,9733.63,9733.63,0,0
