Date,AveragePrice,"Total Volume",4046,4225,4770,"Total Bags","Small Bags","Large Bags","XLarge Bags"
2018-07-15,1.14,6651796.9900000003,2453641.6400000002,1915608.9,154454.63000000001,2128091.82,1950915.69,81402.68,95773.45
2018-07-08,1.0100000000000001,8275528.18,2759063.3,2816949.38,376374.16,2323141.34,2026543.1100000002,148054.82000000001,148543.41000000001
2018-07-01,1.0900000000000001,7180156.76,2783456.63,1981059.5700000001,152715.28,2262925.28,1934008.5700000001,240624.79000000001,88291.92
2018-06-24,1.13,6508328.72,2471885.05,1875405.48,131400.70000000002,2029637.49,1873893.94,72921.84,82821.71000000001
2018-06-17,1.14,6719738.6600000002,2453766.3300000001,1951344.6000000001,141927.83,2172699.9,2015047.41,66600.26,91052.23
2018-06-10,1.0700000000000001,7042283.35,2510328.6800000002,2113127.6200000002,134295.14000000002,2284531.9100000002,2147142.46,49638.360000000001,87751.09
2018-06-03,1.1000000000000001,7111190.0300000003,2481805.2000000002,2070019.2600000001,125632.97000000001,2433732.6000000001,2238394.9500000002,96234.860000000001,99102.79
2018-05-27,1.15,6508694.8,2262725.96,1862170.67,137705.20000000002,2246092.9700000003,1884065.18,270851.15000000003,91176.64
2018-05-20,1.15,6107948.96,2181143.55,1982500.6200000002,120959.29,1823345.5,1683407.24,47149.230000000004,92789.03
2018-05-13,1.0500000000000001,6788833.84,2571518.1600000002,1741569.2800000001,105679.43,2370066.9700000003,2185146.59,92421.81,92498.57000000001
2018-05-06,0.85,10094234.35,3254794.46,3610156.5,105864.37,3123419.0200000001,2796915.4100000002,240425.99,86077.62
2018-04-29,1.16,6375659.22,2011500.5500000001,2361398.3700000002,101999.26,1900761.0400000001,1756488.68,45676.27,98596.09
2018-04-22,1.0600000000000001,6979237.55,2132206.8300000001,2953974.5800000001,95722.63000000001,1797333.5100000001,1659351.0900000001,49228.03,88754.39
2018-04-15,1.0600000000000001,6628348.7400000003,2674908.4900000003,1900645.1100000002,104954.78,1947840.3600000002,1817826.19,76296.60000000001,53717.57
2018-04-08,0.9300000000000001,7980946.27,2742336.4900000003,2991201.15,104338.30000000001,2143070.3300000001,1988641.24,85552.66000000001,68876.43
2018-04-01,1.21,6134850.93,1998580.7,1843635.19,105071.07000000001,2187563.9700000003,1847127,244874.48000000002,95562.49000000001
2018-03-25,1.0400000000000001,6687009.4400000005,1932162.0200000001,2715163.6000000001,92955.04,1946728.7800000001,1827362.5,37434.21,81932.07000000001
2018-03-18,1.0200000000000001,6802084.1100000004,2161037.82,2305253.2400000003,94087.860000000001,2241705.19,2116307.9300000002,38597.17,86800.09
2018-03-11,1.1100000000000001,6488605.43,2277437.3100000001,1750118.8700000002,108244.33000000001,2352804.92,2230913.3300000001,41105.34,80786.25
2018-03-04,1.13,6295529.6100000004,2380723.98,1676629.99,116796.74000000001,2121378.9,1992549.0700000001,47126.970000000002,81702.860000000001
2018-02-25,1.0300000000000001,6750361.46,2666133.3100000001,1947660.3200000001,110662.05000000001,2025905.7800000001,1908897.38,42064.35,74944.05000000001
2018-02-18,1.1000000000000001,6379219.8300000001,2086478.7,2413234.6400000002,114573.33000000001,1764933.16,1640897.0400000001,47009.82,77026.30000000001
2018-02-11,0.98,6718358.1,2787033.9300000002,1781591.88,119593.17,2030139.1200000002,1930311.89,31301.69,68525.54
2018-02-04,0.80000000000000005,10894677.77,4473811.63,4097591.67,146357.78,2176916.69,2072477.6200000002,34196.27,70242.80000000001
2018-01-28,1.16,6134040.5800000001,2254631.8,2185495.65,121090.87,1572822.2600000001,1480527.7,24545.94,67748.62
2018-01-21,1.1200000000000002,6610010.64,2378177.09,2590301.7000000002,122950.68,1518581.17,1431898.88,24801.590000000001,61880.7
2018-01-14,1.2700000000000001,5927016.7300000005,2098762.55,2356359.9300000002,151045.33,1320848.92,1226559.0900000001,25390.970000000002,68898.860000000001
2018-01-07,1.19,5756632.3600000004,2350838.88,1704810.3600000002,135053.06,1565930.0600000001,1465321.3200000001,25951.12,74657.62
