Date,AveragePrice,"Total Volume",4046,4225,4770,"Total Bags","Small Bags","Large Bags","XLarge Bags"
2016-12-25,0.94,5414937.46,1579234.89,2192460.84,99997.75,1543243.98,1405419.8000000001,99069.580000000002,38754.6
2016-12-18,0.95,4922621.5400000001,1575318.71,1774200.38,90983.73,1482118.72,1313839.1100000002,135367.97000000001,32911.64
2016-12-11,0.90000000000000003,5526646.1200000002,1638639.18,2137290.51,96836.26,1653880.17,1451475.99,177399.8,25004.380000000002
2016-12-04,0.98,5062952.5300000003,1916640.1100000002,1449671.8400000001,86152.75,1610487.8300000001,1553052.2900000001,27829.790000000001,29605.75
2016-11-27,1.21,4185900.67,1508446.5200000001,1313000.92,81897.440000000003,1282555.7900000001,1202939.23,49696.870000000003,29919.69
2016-11-20,1.3200000000000001,4253815.59,1513797.4,1394929.0700000001,93901.07000000001,1251188.0500000001,1161049.94,61429.080000000002,28709.03
2016-11-13,1.48,3848128.2000000002,1326907.0200000001,1367684.96,112541.9,1040994.32,952497.35,60542.13,27954.840000000001
2016-11-06,1.68,3395058.42,1111431.8700000002,1333386.69,120964.4,829275.46,763934.88000000001,35997.830000000002,29342.75
2016-10-30,1.68,3139833.5,1126017.42,1186843.99,92064.470000000002,734907.62,686375.28000000003,25241.6,23290.740000000002
2016-10-23,1.39,3899040.6600000002,1397559.4,1129206.16,82276.220000000002,1289998.88,1201528.5400000001,55799.760000000003,32670.580000000002
2016-10-16,1.4,4878037.64,1635631.14,1600568.3200000001,108458.09,1533380.0900000001,1423671.38,73117.52000000001,36591.190000000003
2016-10-09,1.3400000000000001,5375978.5,2021375.0400000001,1750074.5600000001,123430.31,1481098.5900000001,1379624.2,74894.96000000001,26579.430000000001
2016-10-02,1.19,5652496.31,2359102.44,1664176.22,121961.08000000001,1507256.5700000001,1420423.91,58294.32,28538.340000000001
2016-09-25,1.15,6075588.68,2357903.8,1924933.5100000001,117423.95,1675327.42,1583961.67,53653.13,37712.620000000003
2016-09-18,1.22,5471565.2800000003,1888694.0300000001,1934688.42,112714.97000000001,1535467.8600000002,1434869.7600000001,59481.09,41117.010000000003
