Date,AveragePrice,"Total Volume",4046,4225,4770,"Total Bags","Small Bags","Large Bags","XLarge Bags"
2017-12-31,0.9300000000000001,7132711.2300000005,2280934.17,3201737.11,111845.09,1538194.8600000002,1461095.1000000001,20553.6,56546.160000000004
2017-12-24,1.13,5346535.5700000003,1934361.67,1934710.69,116855.41000000001,1360607.8000000001,1277612.22,21328.12,61667.46
2017-12-17,0.98,6205211.05,1901831.0800000001,2877209.2000000002,115250.14,1310920.63,1229946.93,21220.860000000001,59752.84
2017-12-10,1.0600000000000001,5715712.21,2234102.17,2013200.4,90168.26,1378241.38,1291298.72,27353.790000000001,59588.870000000003
2017-12-03,1.0900000000000001,5544556,2333912,1660573,100234,1449838,1365781,30856,53201
2017-11-26,1.3000000000000001,4392810,1734281,1354966,121946,1181616,1093008,27254,61354
2017-11-19,1.2600000000000001,4782021,1879513,1360694,107055,1434759,1328429,47615,58715
2017-11-12,1.15,5637795,2309785,1882561,108415,1337035,1248089,30662,58284
2017-11-05,1.15,5663438.5300000003,2148627.4,2224529.1800000002,108333.63000000001,1181948.3200000001,1105519.8000000001,20488.19,55940.330000000002
2017-10-29,1.2,5714676.89,1981731.1200000002,2384845.53,125816.68,1222283.5600000001,1165130.71,22762.03,34390.82
2017-10-22,1.5300000000000001,4420877.4000000004,1604916.5200000001,1779177.98,123891.36000000001,912891.54000000004,856748.54000000004,21482.380000000002,34660.620000000003
2017-10-15,1.68,4066640.98,1348029.41,1699672.65,137027.4,881911.52000000002,822315.27000000002,22733.62,36862.63
2017-10-08,1.74,4151444.4100000002,1377101,1829530.74,138380.27,806432.40000000003,747128.46,25531.540000000001,33772.400000000002
2017-10-01,1.7700000000000001,3870633.1600000002,1288266.68,1608863.15,120405.29,853098.04000000004,794746.40000000003,25612.080000000002,32739.560000000002
2017-09-24,1.74,3937000.67,1383479.6200000002,1575761.3700000002,119703.21000000001,858056.47,801572.79000000004,24211.830000000002,32271.85
2017-09-17,1.72,4167531.38,1571529.5600000001,1556655.98,128019.39,911326.45,860705.01000000001,18473.03,32148.41
2017-09-10,1.71,4380657.13,1677368.14,1599511.3500000001,141899.49,961878.15000000003,904618.47,19579.650000000002,37680.03
